Wed Jul 22 01:26:52 2015    server_profile

         6002727 function calls (5995221 primitive calls) in 24.428 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/dates.py:382(DateFormatter)
      100    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:552(set_data)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/slsqp.py:14(<module>)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/six.py:78(_import_module)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:490(set_figure)
      147    0.000    0.000    0.001    0.000 /usr/lib/python3.4/inspect.py:601(getmodule)
      117    0.000    0.000    0.001    0.000 /usr/lib/python3.4/collections/__init__.py:366(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/email/_encoded_words.py:6(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/lib/_iotools.py:3(<module>)
       54    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1540(__init__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/six.py:112(_resolve)
      921    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       18    0.000    0.000    0.001    0.000 /usr/lib/python3.4/abc.py:135(<setcomp>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/dateutil/tzwin.py:2(<module>)
      170    0.001    0.000    0.001    0.000 {built-in method getcwd}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/nnls.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:2738(set_ylim)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/distutils/version.py:273(LooseVersion)
       31    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/numpy/compat/_inspect.py:159(formatargspec)
      260    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:2106(pad)
       69    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:872(set_stretch)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/zeros.py:1(<module>)
      446    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1000(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/email/message.py:106(Message)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:26(<module>)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1326(bin_boundaries)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/tnc.py:33(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/calendar.py:6(<module>)
       40    0.000    0.000    0.001    0.000 server_profile.py:70(createEnz)
      213    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/six.py:554(itervalues)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:504(_get_home)
       17    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2982(__init__)
       12    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:974(_open_file_or_url)
      214    0.000    0.000    0.001    0.000 /usr/lib/python3.4/os.py:704(encode)
     1018    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       44    0.000    0.000    0.001    0.000 /usr/lib/python3.4/posixpath.py:145(dirname)
       42    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:231(hex2color)
      366    0.001    0.000    0.001    0.000 {built-in method _fix_co_filename}
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1337(__or__)
     1539    0.001    0.000    0.001    0.000 {built-in method acquire_lock}
       40    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/numpy/compat/_inspect.py:120(getargspec)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/shape_base.py:8(atleast_1d)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/re.py:172(sub)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/socket.py:73(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2191(blended_transform_factory)
      585    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:288(cb)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/_pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/socket.py:78(<dictcomp>)
      367    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:728(__init__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1441(convert_units)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2471(__init__)
     2004    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      126    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/imp.py:7(<module>)
      123    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_parse.py:307(_escape)
     30/4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2292(streamline)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:542(set_axes)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:883(update_from_path)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/contextlib.py:57(__enter__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.4/re.py:167(search)
      974    0.000    0.000    0.000    0.000 <string>:5(_parse_args_rvs)
       66    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
     1317    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        8    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/fileio_alt.py:216(chooseModule)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:302(__new__)
       88    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:155(convert_xunits)
       68    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:788(set_zorder)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:890(set_size)
     12/8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2259(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/os.py:663(copy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/quoprimime.py:27(<module>)
      144    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:502(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:2042(Parser)
     1341    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/_mathtext_data.py:1770(<genexpr>)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.4/posixpath.py:70(join)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:266(_reset_cache)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:546(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1664(_get_label)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1573(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:351(extend_all)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:197(_xy_from_xy)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1697(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/__init__.py:349(<listcomp>)
     19/7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2647(streamline)
      400    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/objects_revised.py:137(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1516(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:2586(MaskedArray)
      522    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1287(load_module)
       88    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:165(convert_yunits)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2131(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1382(update_units)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/style/core.py:113(iter_style_files)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2158(__eq__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1693(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dviread.py:20(<module>)
       88    0.000    0.000    0.000    0.000 {built-in method compile}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/quiver.py:15(<module>)
      117    0.000    0.000    0.000    0.000 /usr/lib/python3.4/collections/__init__.py:364(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/os.py:40(_get_exports_list)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/fontconfig_pattern.py:141(_family)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1726(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:2049(FIFOBuffer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/defchararray.py:17(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:704(_set_scale)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:964(_register_types)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/posixpath.py:221(expanduser)
       36    0.000    0.000    0.000    0.000 {built-in method concatenate}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:508(_set_lim_and_transforms)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:79(get_grid_positions)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.4/os.py:636(__setitem__)
      260    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_weakrefset.py:16(__init__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2657(nonsingular)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2324(setResultsName)
      323    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:47(instancemethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:318(_AxesBase)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1257(__init__)
       68    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_parse.py:265(_class_escape)
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_weakrefset.py:36(__init__)
      835    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2468(return_annotation)
      9/8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1609(__eq__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:390(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2265(_iter_break_from_left_to_right)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:233(bitname)
       64    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/fileio_alt.py:249(readnewline)
      270    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_compile.py:107(fixup)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/decimal.py:3894(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:611(Axis)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/anneal.py:4(<module>)
      913    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/function_base.py:9(linspace)
      136    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:938(preParse)
      835    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2464(parameters)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:834(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/polar.py:217(PolarAxes)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:279(validate_stringlist)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(spec_from_loader)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/extras.py:241(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:237(Figure)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:42(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/spines.py:275(_calc_offset_transform)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:580(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/posixpath.py:355(abspath)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:436(update_position)
      276    0.000    0.000    0.000    0.000 {built-in method add_docstring}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:2271(mpl_connect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/interface.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method eval}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_multivariate.py:343(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:69(set_default_locators_and_formatters)
